Date,Time,PM2.5 particulate matter (Hourly measured),Status
23/7/2024,16:00:00,No data,V ugm-3 (Ref.eq)
23/7/2024,17:00:00,No data,V ugm-3 (Ref.eq)
23/7/2024,18:00:00,4.222,V ugm-3 (Ref.eq)
23/7/2024,19:00:00,6.297,V ugm-3 (Ref.eq)
23/7/2024,20:00:00,4.033,V ugm-3 (Ref.eq)
23/7/2024,21:00:00,5.236,V ugm-3 (Ref.eq)
23/7/2024,22:00:00,5.613,V ugm-3 (Ref.eq)
23/7/2024,23:00:00,5.142,V ugm-3 (Ref.eq)
23/7/2024,24:00:00,4.976,V ugm-3 (Ref.eq)
24/7/2024,1:00:00,5.755,V ugm-3 (Ref.eq)
24/7/2024,2:00:00,5.708,V ugm-3 (Ref.eq)
24/7/2024,3:00:00,4.363,V ugm-3 (Ref.eq)
24/7/2024,4:00:00,4.198,V ugm-3 (Ref.eq)
24/7/2024,5:00:00,4.741,V ugm-3 (Ref.eq)
24/7/2024,6:00:00,4.08,V ugm-3 (Ref.eq)
24/7/2024,7:00:00,4.458,V ugm-3 (Ref.eq)
24/7/2024,8:00:00,4.434,V ugm-3 (Ref.eq)
24/7/2024,9:00:00,5.307,V ugm-3 (Ref.eq)
24/7/2024,10:00:00,6.297,V ugm-3 (Ref.eq)
24/7/2024,11:00:00,6.274,V ugm-3 (Ref.eq)
24/7/2024,12:00:00,6.014,V ugm-3 (Ref.eq)
24/7/2024,13:00:00,5.849,V ugm-3 (Ref.eq)
24/7/2024,14:00:00,5.637,V ugm-3 (Ref.eq)
24/7/2024,15:00:00,5.708,V ugm-3 (Ref.eq)
24/7/2024,16:00:00,4.693,V ugm-3 (Ref.eq)
24/7/2024,17:00:00,4.528,V ugm-3 (Ref.eq)
24/7/2024,18:00:00,4.316,V ugm-3 (Ref.eq)
24/7/2024,19:00:00,5.401,V ugm-3 (Ref.eq)
24/7/2024,20:00:00,3.137,V ugm-3 (Ref.eq)
24/7/2024,21:00:00,2.5,V ugm-3 (Ref.eq)
24/7/2024,22:00:00,2.736,V ugm-3 (Ref.eq)
24/7/2024,23:00:00,2.594,V ugm-3 (Ref.eq)
24/7/2024,24:00:00,2.476,V ugm-3 (Ref.eq)
25/7/2024,1:00:00,2.17,V ugm-3 (Ref.eq)
25/7/2024,2:00:00,2.288,V ugm-3 (Ref.eq)
25/7/2024,3:00:00,2.099,V ugm-3 (Ref.eq)
25/7/2024,4:00:00,1.816,V ugm-3 (Ref.eq)
25/7/2024,5:00:00,1.934,V ugm-3 (Ref.eq)
25/7/2024,6:00:00,2.429,V ugm-3 (Ref.eq)
25/7/2024,7:00:00,2.193,V ugm-3 (Ref.eq)
25/7/2024,8:00:00,1.509,V ugm-3 (Ref.eq)
25/7/2024,9:00:00,1.698,V ugm-3 (Ref.eq)
25/7/2024,10:00:00,1.745,V ugm-3 (Ref.eq)
25/7/2024,11:00:00,2.193,V ugm-3 (Ref.eq)
25/7/2024,12:00:00,2.288,V ugm-3 (Ref.eq)
25/7/2024,13:00:00,2.759,V ugm-3 (Ref.eq)
25/7/2024,14:00:00,2.5,V ugm-3 (Ref.eq)
25/7/2024,15:00:00,2.618,V ugm-3 (Ref.eq)
25/7/2024,16:00:00,2.783,V ugm-3 (Ref.eq)
25/7/2024,17:00:00,2.972,V ugm-3 (Ref.eq)
25/7/2024,18:00:00,2.854,V ugm-3 (Ref.eq)
25/7/2024,19:00:00,2.925,V ugm-3 (Ref.eq)
25/7/2024,20:00:00,3.538,V ugm-3 (Ref.eq)
25/7/2024,21:00:00,4.057,V ugm-3 (Ref.eq)
25/7/2024,22:00:00,4.057,V ugm-3 (Ref.eq)
25/7/2024,23:00:00,4.057,V ugm-3 (Ref.eq)
25/7/2024,24:00:00,3.939,V ugm-3 (Ref.eq)
26/7/2024,1:00:00,3.962,V ugm-3 (Ref.eq)
26/7/2024,2:00:00,4.104,V ugm-3 (Ref.eq)
26/7/2024,3:00:00,4.623,V ugm-3 (Ref.eq)
26/7/2024,4:00:00,5.708,V ugm-3 (Ref.eq)
26/7/2024,5:00:00,5.873,V ugm-3 (Ref.eq)
26/7/2024,6:00:00,6.109,V ugm-3 (Ref.eq)
26/7/2024,7:00:00,5.542,V ugm-3 (Ref.eq)
26/7/2024,8:00:00,4.693,V ugm-3 (Ref.eq)
26/7/2024,9:00:00,4.41,V ugm-3 (Ref.eq)
26/7/2024,10:00:00,4.528,V ugm-3 (Ref.eq)
26/7/2024,11:00:00,5.613,V ugm-3 (Ref.eq)
26/7/2024,12:00:00,5.519,V ugm-3 (Ref.eq)
26/7/2024,13:00:00,4.08,V ugm-3 (Ref.eq)
26/7/2024,14:00:00,3.255,V ugm-3 (Ref.eq)
26/7/2024,15:00:00,3.208,V ugm-3 (Ref.eq)
26/7/2024,16:00:00,3.467,V ugm-3 (Ref.eq)
26/7/2024,17:00:00,3.679,V ugm-3 (Ref.eq)
26/7/2024,18:00:00,4.104,V ugm-3 (Ref.eq)
26/7/2024,19:00:00,4.929,V ugm-3 (Ref.eq)
26/7/2024,20:00:00,4.458,V ugm-3 (Ref.eq)
26/7/2024,21:00:00,4.387,V ugm-3 (Ref.eq)
26/7/2024,22:00:00,4.811,V ugm-3 (Ref.eq)
26/7/2024,23:00:00,6.439,V ugm-3 (Ref.eq)
26/7/2024,24:00:00,4.976,V ugm-3 (Ref.eq)
27/7/2024,1:00:00,5,V ugm-3 (Ref.eq)
27/7/2024,2:00:00,4.292,V ugm-3 (Ref.eq)
27/7/2024,3:00:00,4.222,V ugm-3 (Ref.eq)
27/7/2024,4:00:00,4.033,V ugm-3 (Ref.eq)
27/7/2024,5:00:00,3.821,V ugm-3 (Ref.eq)
27/7/2024,6:00:00,4.057,V ugm-3 (Ref.eq)
27/7/2024,7:00:00,4.788,V ugm-3 (Ref.eq)
27/7/2024,8:00:00,3.656,V ugm-3 (Ref.eq)
27/7/2024,9:00:00,3.443,V ugm-3 (Ref.eq)
27/7/2024,10:00:00,3.844,V ugm-3 (Ref.eq)
27/7/2024,11:00:00,3.797,V ugm-3 (Ref.eq)
27/7/2024,12:00:00,3.373,V ugm-3 (Ref.eq)
27/7/2024,13:00:00,3.538,V ugm-3 (Ref.eq)
27/7/2024,14:00:00,2.807,V ugm-3 (Ref.eq)
27/7/2024,15:00:00,3.892,V ugm-3 (Ref.eq)
27/7/2024,16:00:00,3.514,V ugm-3 (Ref.eq)
27/7/2024,17:00:00,2.901,V ugm-3 (Ref.eq)
27/7/2024,18:00:00,4.811,V ugm-3 (Ref.eq)
27/7/2024,19:00:00,3.538,V ugm-3 (Ref.eq)
27/7/2024,20:00:00,4.976,V ugm-3 (Ref.eq)
27/7/2024,21:00:00,6.274,V ugm-3 (Ref.eq)
27/7/2024,22:00:00,5.307,V ugm-3 (Ref.eq)
27/7/2024,23:00:00,5.92,V ugm-3 (Ref.eq)
27/7/2024,24:00:00,5.708,V ugm-3 (Ref.eq)
28/7/2024,1:00:00,5.849,V ugm-3 (Ref.eq)
28/7/2024,2:00:00,5.142,V ugm-3 (Ref.eq)
28/7/2024,3:00:00,4.929,V ugm-3 (Ref.eq)
28/7/2024,4:00:00,4.811,V ugm-3 (Ref.eq)
28/7/2024,5:00:00,4.458,V ugm-3 (Ref.eq)
28/7/2024,6:00:00,4.458,V ugm-3 (Ref.eq)
28/7/2024,7:00:00,5,V ugm-3 (Ref.eq)
28/7/2024,8:00:00,5.118,V ugm-3 (Ref.eq)
28/7/2024,9:00:00,4.953,V ugm-3 (Ref.eq)
28/7/2024,10:00:00,5,V ugm-3 (Ref.eq)
28/7/2024,11:00:00,4.788,V ugm-3 (Ref.eq)
28/7/2024,12:00:00,4.151,V ugm-3 (Ref.eq)
28/7/2024,13:00:00,4.009,V ugm-3 (Ref.eq)
28/7/2024,14:00:00,3.632,V ugm-3 (Ref.eq)
28/7/2024,15:00:00,3.75,V ugm-3 (Ref.eq)
28/7/2024,16:00:00,8.255,V ugm-3 (Ref.eq)
28/7/2024,17:00:00,5.189,V ugm-3 (Ref.eq)
28/7/2024,18:00:00,6.557,V ugm-3 (Ref.eq)
28/7/2024,19:00:00,4.906,V ugm-3 (Ref.eq)
28/7/2024,20:00:00,5.354,V ugm-3 (Ref.eq)
28/7/2024,21:00:00,6.132,V ugm-3 (Ref.eq)
28/7/2024,22:00:00,6.816,V ugm-3 (Ref.eq)
28/7/2024,23:00:00,6.91,V ugm-3 (Ref.eq)
28/7/2024,24:00:00,6.769,V ugm-3 (Ref.eq)
29/7/2024,1:00:00,7.712,V ugm-3 (Ref.eq)
29/7/2024,2:00:00,7.925,V ugm-3 (Ref.eq)
29/7/2024,3:00:00,6.934,V ugm-3 (Ref.eq)
29/7/2024,4:00:00,5.967,V ugm-3 (Ref.eq)
29/7/2024,5:00:00,5.755,V ugm-3 (Ref.eq)
29/7/2024,6:00:00,6.25,V ugm-3 (Ref.eq)
29/7/2024,7:00:00,6.038,V ugm-3 (Ref.eq)
29/7/2024,8:00:00,5.519,V ugm-3 (Ref.eq)
29/7/2024,9:00:00,4.458,V ugm-3 (Ref.eq)
29/7/2024,10:00:00,4.316,V ugm-3 (Ref.eq)
29/7/2024,11:00:00,4.717,V ugm-3 (Ref.eq)
29/7/2024,12:00:00,5,V ugm-3 (Ref.eq)
29/7/2024,13:00:00,5.519,V ugm-3 (Ref.eq)
29/7/2024,14:00:00,5.542,V ugm-3 (Ref.eq)
29/7/2024,15:00:00,5.802,V ugm-3 (Ref.eq)
29/7/2024,16:00:00,6.085,V ugm-3 (Ref.eq)
29/7/2024,17:00:00,5.778,V ugm-3 (Ref.eq)
29/7/2024,18:00:00,5.92,V ugm-3 (Ref.eq)
29/7/2024,19:00:00,6.132,V ugm-3 (Ref.eq)
29/7/2024,20:00:00,6.816,V ugm-3 (Ref.eq)
29/7/2024,21:00:00,7.618,V ugm-3 (Ref.eq)
29/7/2024,22:00:00,7.571,V ugm-3 (Ref.eq)
29/7/2024,23:00:00,8.844,V ugm-3 (Ref.eq)
29/7/2024,24:00:00,7.382,V ugm-3 (Ref.eq)
30/7/2024,1:00:00,8.302,V ugm-3 (Ref.eq)
30/7/2024,2:00:00,8.467,V ugm-3 (Ref.eq)
30/7/2024,3:00:00,7.406,V ugm-3 (Ref.eq)
30/7/2024,4:00:00,8.42,V ugm-3 (Ref.eq)
30/7/2024,5:00:00,8.184,V ugm-3 (Ref.eq)
30/7/2024,6:00:00,5.472,V ugm-3 (Ref.eq)
30/7/2024,7:00:00,11.321,V ugm-3 (Ref.eq)
30/7/2024,8:00:00,9.127,V ugm-3 (Ref.eq)
30/7/2024,9:00:00,5.495,V ugm-3 (Ref.eq)
30/7/2024,10:00:00,4.481,V ugm-3 (Ref.eq)
30/7/2024,11:00:00,3.302,V ugm-3 (Ref.eq)
30/7/2024,12:00:00,3.844,V ugm-3 (Ref.eq)
30/7/2024,13:00:00,4.009,V ugm-3 (Ref.eq)
30/7/2024,14:00:00,4.363,V ugm-3 (Ref.eq)
30/7/2024,15:00:00,6.509,V ugm-3 (Ref.eq)
30/7/2024,16:00:00,9.222,V ugm-3 (Ref.eq)
30/7/2024,17:00:00,13.302,V ugm-3 (Ref.eq)
30/7/2024,18:00:00,18.514,V ugm-3 (Ref.eq)
30/7/2024,19:00:00,15.236,V ugm-3 (Ref.eq)
30/7/2024,20:00:00,9.788,V ugm-3 (Ref.eq)
30/7/2024,21:00:00,8.491,V ugm-3 (Ref.eq)
30/7/2024,22:00:00,5.896,V ugm-3 (Ref.eq)
30/7/2024,23:00:00,4.811,V ugm-3 (Ref.eq)
30/7/2024,24:00:00,4.505,V ugm-3 (Ref.eq)
31/7/2024,1:00:00,4.835,V ugm-3 (Ref.eq)
31/7/2024,2:00:00,5.071,V ugm-3 (Ref.eq)
31/7/2024,3:00:00,4.693,V ugm-3 (Ref.eq)
31/7/2024,4:00:00,4.788,V ugm-3 (Ref.eq)
31/7/2024,5:00:00,4.859,V ugm-3 (Ref.eq)
31/7/2024,6:00:00,5.024,V ugm-3 (Ref.eq)
31/7/2024,7:00:00,6.321,V ugm-3 (Ref.eq)
31/7/2024,8:00:00,8.962,V ugm-3 (Ref.eq)
31/7/2024,9:00:00,13.561,V ugm-3 (Ref.eq)
31/7/2024,10:00:00,14.033,V ugm-3 (Ref.eq)
31/7/2024,11:00:00,11.958,V ugm-3 (Ref.eq)
31/7/2024,12:00:00,8.491,V ugm-3 (Ref.eq)
31/7/2024,13:00:00,7.524,V ugm-3 (Ref.eq)
31/7/2024,14:00:00,7.618,V ugm-3 (Ref.eq)
31/7/2024,15:00:00,8.561,V ugm-3 (Ref.eq)
31/7/2024,16:00:00,8.797,V ugm-3 (Ref.eq)
31/7/2024,17:00:00,9.057,V ugm-3 (Ref.eq)
31/7/2024,18:00:00,8.632,V ugm-3 (Ref.eq)
31/7/2024,19:00:00,8.16,V ugm-3 (Ref.eq)
31/7/2024,20:00:00,7.17,V ugm-3 (Ref.eq)
31/7/2024,21:00:00,7.076,V ugm-3 (Ref.eq)
31/7/2024,22:00:00,7.076,V ugm-3 (Ref.eq)
31/7/2024,23:00:00,6.769,V ugm-3 (Ref.eq)
31/7/2024,24:00:00,7.217,V ugm-3 (Ref.eq)
1/8/2024,1:00:00,7.571,V ugm-3 (Ref.eq)
1/8/2024,2:00:00,7.642,V ugm-3 (Ref.eq)
1/8/2024,3:00:00,7.524,V ugm-3 (Ref.eq)
1/8/2024,4:00:00,7.571,V ugm-3 (Ref.eq)
1/8/2024,5:00:00,7.052,V ugm-3 (Ref.eq)
1/8/2024,6:00:00,6.203,V ugm-3 (Ref.eq)
1/8/2024,7:00:00,7.005,V ugm-3 (Ref.eq)
1/8/2024,8:00:00,8.726,V ugm-3 (Ref.eq)
1/8/2024,9:00:00,7.948,V ugm-3 (Ref.eq)
1/8/2024,10:00:00,9.717,V ugm-3 (Ref.eq)
1/8/2024,11:00:00,13.113,V ugm-3 (Ref.eq)
1/8/2024,12:00:00,13.703,V ugm-3 (Ref.eq)
1/8/2024,13:00:00,14.929,V ugm-3 (Ref.eq)
1/8/2024,14:00:00,14.859,V ugm-3 (Ref.eq)
1/8/2024,15:00:00,14.741,V ugm-3 (Ref.eq)
1/8/2024,16:00:00,13.538,V ugm-3 (Ref.eq)
1/8/2024,17:00:00,11.722,V ugm-3 (Ref.eq)
1/8/2024,18:00:00,10.59,V ugm-3 (Ref.eq)
1/8/2024,19:00:00,7.476,V ugm-3 (Ref.eq)
1/8/2024,20:00:00,10.236,V ugm-3 (Ref.eq)
1/8/2024,21:00:00,9.976,V ugm-3 (Ref.eq)
1/8/2024,22:00:00,10.024,V ugm-3 (Ref.eq)
1/8/2024,23:00:00,9.811,V ugm-3 (Ref.eq)
1/8/2024,24:00:00,9.434,V ugm-3 (Ref.eq)
2/8/2024,1:00:00,9.175,V ugm-3 (Ref.eq)
2/8/2024,2:00:00,9.363,V ugm-3 (Ref.eq)
2/8/2024,3:00:00,7.807,V ugm-3 (Ref.eq)
2/8/2024,4:00:00,6.415,V ugm-3 (Ref.eq)
2/8/2024,5:00:00,6.439,V ugm-3 (Ref.eq)
2/8/2024,6:00:00,5.802,V ugm-3 (Ref.eq)
2/8/2024,7:00:00,5.967,V ugm-3 (Ref.eq)
2/8/2024,8:00:00,7.311,V ugm-3 (Ref.eq)
2/8/2024,9:00:00,9.434,V ugm-3 (Ref.eq)
2/8/2024,10:00:00,9.057,V ugm-3 (Ref.eq)
2/8/2024,11:00:00,10.071,V ugm-3 (Ref.eq)
2/8/2024,12:00:00,11.179,V ugm-3 (Ref.eq)
2/8/2024,13:00:00,11.368,V ugm-3 (Ref.eq)
2/8/2024,14:00:00,7.099,V ugm-3 (Ref.eq)
2/8/2024,15:00:00,6.321,V ugm-3 (Ref.eq)
2/8/2024,16:00:00,6.486,V ugm-3 (Ref.eq)
2/8/2024,17:00:00,6.179,V ugm-3 (Ref.eq)
2/8/2024,18:00:00,5.943,V ugm-3 (Ref.eq)
2/8/2024,19:00:00,5.094,V ugm-3 (Ref.eq)
2/8/2024,20:00:00,3.962,V ugm-3 (Ref.eq)
2/8/2024,21:00:00,4.292,V ugm-3 (Ref.eq)
2/8/2024,22:00:00,5.542,V ugm-3 (Ref.eq)
2/8/2024,23:00:00,6.132,V ugm-3 (Ref.eq)
2/8/2024,24:00:00,6.934,V ugm-3 (Ref.eq)
3/8/2024,1:00:00,6.627,V ugm-3 (Ref.eq)
3/8/2024,2:00:00,5.943,V ugm-3 (Ref.eq)
3/8/2024,3:00:00,3.797,V ugm-3 (Ref.eq)
3/8/2024,4:00:00,2.547,V ugm-3 (Ref.eq)
3/8/2024,5:00:00,1.816,V ugm-3 (Ref.eq)
3/8/2024,6:00:00,2.288,V ugm-3 (Ref.eq)
3/8/2024,7:00:00,2.359,V ugm-3 (Ref.eq)
3/8/2024,8:00:00,5,V ugm-3 (Ref.eq)
3/8/2024,9:00:00,5.896,V ugm-3 (Ref.eq)
3/8/2024,10:00:00,6.439,V ugm-3 (Ref.eq)
3/8/2024,11:00:00,6.91,V ugm-3 (Ref.eq)
3/8/2024,12:00:00,7.005,V ugm-3 (Ref.eq)
3/8/2024,13:00:00,6.745,V ugm-3 (Ref.eq)
3/8/2024,14:00:00,6.769,V ugm-3 (Ref.eq)
3/8/2024,15:00:00,6.557,V ugm-3 (Ref.eq)
3/8/2024,16:00:00,6.863,V ugm-3 (Ref.eq)
3/8/2024,17:00:00,6.769,V ugm-3 (Ref.eq)
3/8/2024,18:00:00,6.509,V ugm-3 (Ref.eq)
3/8/2024,19:00:00,7.571,V ugm-3 (Ref.eq)
3/8/2024,20:00:00,6.769,V ugm-3 (Ref.eq)
3/8/2024,21:00:00,6.274,V ugm-3 (Ref.eq)
3/8/2024,22:00:00,5.448,V ugm-3 (Ref.eq)
3/8/2024,23:00:00,6.132,V ugm-3 (Ref.eq)
3/8/2024,24:00:00,6.769,V ugm-3 (Ref.eq)
4/8/2024,1:00:00,6.226,V ugm-3 (Ref.eq)
4/8/2024,2:00:00,5.708,V ugm-3 (Ref.eq)
4/8/2024,3:00:00,5.849,V ugm-3 (Ref.eq)
4/8/2024,4:00:00,5.708,V ugm-3 (Ref.eq)
4/8/2024,5:00:00,5.236,V ugm-3 (Ref.eq)
4/8/2024,6:00:00,5.307,V ugm-3 (Ref.eq)
4/8/2024,7:00:00,5.283,V ugm-3 (Ref.eq)
4/8/2024,8:00:00,5.401,V ugm-3 (Ref.eq)
4/8/2024,9:00:00,5.542,V ugm-3 (Ref.eq)
4/8/2024,10:00:00,4.764,V ugm-3 (Ref.eq)
4/8/2024,11:00:00,4.623,V ugm-3 (Ref.eq)
4/8/2024,12:00:00,5.071,V ugm-3 (Ref.eq)
4/8/2024,13:00:00,4.623,V ugm-3 (Ref.eq)
4/8/2024,14:00:00,4.316,V ugm-3 (Ref.eq)
4/8/2024,15:00:00,5.094,V ugm-3 (Ref.eq)
4/8/2024,16:00:00,5.33,V ugm-3 (Ref.eq)
4/8/2024,17:00:00,5.708,V ugm-3 (Ref.eq)
4/8/2024,18:00:00,6.627,V ugm-3 (Ref.eq)
4/8/2024,19:00:00,6.462,V ugm-3 (Ref.eq)
4/8/2024,20:00:00,6.085,V ugm-3 (Ref.eq)
4/8/2024,21:00:00,6.509,V ugm-3 (Ref.eq)
4/8/2024,22:00:00,6.651,V ugm-3 (Ref.eq)
4/8/2024,23:00:00,6.439,V ugm-3 (Ref.eq)
4/8/2024,24:00:00,6.604,V ugm-3 (Ref.eq)
5/8/2024,1:00:00,6.604,V ugm-3 (Ref.eq)
5/8/2024,2:00:00,6.792,V ugm-3 (Ref.eq)
5/8/2024,3:00:00,6.84,V ugm-3 (Ref.eq)
5/8/2024,4:00:00,6.321,V ugm-3 (Ref.eq)
5/8/2024,5:00:00,5.401,V ugm-3 (Ref.eq)
5/8/2024,6:00:00,4.788,V ugm-3 (Ref.eq)
5/8/2024,7:00:00,4.316,V ugm-3 (Ref.eq)
5/8/2024,8:00:00,4.481,V ugm-3 (Ref.eq)
5/8/2024,9:00:00,4.009,V ugm-3 (Ref.eq)
5/8/2024,10:00:00,3.609,V ugm-3 (Ref.eq)
5/8/2024,11:00:00,3.962,V ugm-3 (Ref.eq)
5/8/2024,12:00:00,4.387,V ugm-3 (Ref.eq)
5/8/2024,13:00:00,4.764,V ugm-3 (Ref.eq)
5/8/2024,14:00:00,4.104,V ugm-3 (Ref.eq)
5/8/2024,15:00:00,3.844,V ugm-3 (Ref.eq)
5/8/2024,16:00:00,3.892,V ugm-3 (Ref.eq)
5/8/2024,17:00:00,3.939,V ugm-3 (Ref.eq)
5/8/2024,18:00:00,3.797,V ugm-3 (Ref.eq)
5/8/2024,19:00:00,4.222,V ugm-3 (Ref.eq)
5/8/2024,20:00:00,4.953,V ugm-3 (Ref.eq)
5/8/2024,21:00:00,5.189,V ugm-3 (Ref.eq)
5/8/2024,22:00:00,5.708,V ugm-3 (Ref.eq)
5/8/2024,23:00:00,5.825,V ugm-3 (Ref.eq)
5/8/2024,24:00:00,5.047,V ugm-3 (Ref.eq)
6/8/2024,1:00:00,4.741,V ugm-3 (Ref.eq)
6/8/2024,2:00:00,4.67,V ugm-3 (Ref.eq)
6/8/2024,3:00:00,4.245,V ugm-3 (Ref.eq)
6/8/2024,4:00:00,2.901,V ugm-3 (Ref.eq)
6/8/2024,5:00:00,0.566,V ugm-3 (Ref.eq)
6/8/2024,6:00:00,2.028,V ugm-3 (Ref.eq)
6/8/2024,7:00:00,3.042,V ugm-3 (Ref.eq)
6/8/2024,8:00:00,3.561,V ugm-3 (Ref.eq)
6/8/2024,9:00:00,3.632,V ugm-3 (Ref.eq)
6/8/2024,10:00:00,3.255,V ugm-3 (Ref.eq)
6/8/2024,11:00:00,3.184,V ugm-3 (Ref.eq)
6/8/2024,12:00:00,3.561,V ugm-3 (Ref.eq)
6/8/2024,13:00:00,3.868,V ugm-3 (Ref.eq)
6/8/2024,14:00:00,3.844,V ugm-3 (Ref.eq)
6/8/2024,15:00:00,4.481,V ugm-3 (Ref.eq)
6/8/2024,16:00:00,3.42,V ugm-3 (Ref.eq)
6/8/2024,17:00:00,3.16,V ugm-3 (Ref.eq)
6/8/2024,18:00:00,3.396,V ugm-3 (Ref.eq)
6/8/2024,19:00:00,3.443,V ugm-3 (Ref.eq)
6/8/2024,20:00:00,4.481,V ugm-3 (Ref.eq)
6/8/2024,21:00:00,4.198,V ugm-3 (Ref.eq)
6/8/2024,22:00:00,3.703,V ugm-3 (Ref.eq)
6/8/2024,23:00:00,3.09,V ugm-3 (Ref.eq)
6/8/2024,24:00:00,3.278,V ugm-3 (Ref.eq)
7/8/2024,1:00:00,3.585,V ugm-3 (Ref.eq)
7/8/2024,2:00:00,3.726,V ugm-3 (Ref.eq)
7/8/2024,3:00:00,3.585,V ugm-3 (Ref.eq)
7/8/2024,4:00:00,3.491,V ugm-3 (Ref.eq)
7/8/2024,5:00:00,3.679,V ugm-3 (Ref.eq)
7/8/2024,6:00:00,4.009,V ugm-3 (Ref.eq)
7/8/2024,7:00:00,4.835,V ugm-3 (Ref.eq)
7/8/2024,8:00:00,4.08,V ugm-3 (Ref.eq)
7/8/2024,9:00:00,3.703,V ugm-3 (Ref.eq)
7/8/2024,10:00:00,3.75,V ugm-3 (Ref.eq)
7/8/2024,11:00:00,3.231,V ugm-3 (Ref.eq)
7/8/2024,12:00:00,2.877,V ugm-3 (Ref.eq)
7/8/2024,13:00:00,2.359,V ugm-3 (Ref.eq)
7/8/2024,14:00:00,2.075,V ugm-3 (Ref.eq)
7/8/2024,15:00:00,2.028,V ugm-3 (Ref.eq)
7/8/2024,16:00:00,2.665,V ugm-3 (Ref.eq)
7/8/2024,17:00:00,5.401,V ugm-3 (Ref.eq)
7/8/2024,18:00:00,5,V ugm-3 (Ref.eq)
7/8/2024,19:00:00,6.297,V ugm-3 (Ref.eq)
7/8/2024,20:00:00,8.538,V ugm-3 (Ref.eq)
7/8/2024,21:00:00,9.033,V ugm-3 (Ref.eq)
7/8/2024,22:00:00,8.915,V ugm-3 (Ref.eq)
7/8/2024,23:00:00,8.514,V ugm-3 (Ref.eq)
7/8/2024,24:00:00,8.137,V ugm-3 (Ref.eq)
8/8/2024,1:00:00,5.094,V ugm-3 (Ref.eq)
8/8/2024,2:00:00,2.5,V ugm-3 (Ref.eq)
8/8/2024,3:00:00,2.642,V ugm-3 (Ref.eq)
8/8/2024,4:00:00,2.854,V ugm-3 (Ref.eq)
8/8/2024,5:00:00,3.797,V ugm-3 (Ref.eq)
8/8/2024,6:00:00,4.198,V ugm-3 (Ref.eq)
8/8/2024,7:00:00,4.08,V ugm-3 (Ref.eq)
8/8/2024,8:00:00,4.552,V ugm-3 (Ref.eq)
8/8/2024,9:00:00,6.226,V ugm-3 (Ref.eq)
8/8/2024,10:00:00,7.359,V ugm-3 (Ref.eq)
8/8/2024,11:00:00,8.066,V ugm-3 (Ref.eq)
8/8/2024,12:00:00,6.014,V ugm-3 (Ref.eq)
8/8/2024,13:00:00,4.151,V ugm-3 (Ref.eq)
8/8/2024,14:00:00,3.75,V ugm-3 (Ref.eq)
8/8/2024,15:00:00,2.193,V ugm-3 (Ref.eq)
8/8/2024,16:00:00,3.113,V ugm-3 (Ref.eq)
8/8/2024,17:00:00,3.066,V ugm-3 (Ref.eq)
8/8/2024,18:00:00,3.16,V ugm-3 (Ref.eq)
8/8/2024,19:00:00,1.533,V ugm-3 (Ref.eq)
8/8/2024,20:00:00,1.014,V ugm-3 (Ref.eq)
8/8/2024,21:00:00,0.708,V ugm-3 (Ref.eq)
8/8/2024,22:00:00,0.755,V ugm-3 (Ref.eq)
8/8/2024,23:00:00,0.684,V ugm-3 (Ref.eq)
8/8/2024,24:00:00,0.519,V ugm-3 (Ref.eq)
9/8/2024,1:00:00,0.566,V ugm-3 (Ref.eq)
9/8/2024,2:00:00,0.755,V ugm-3 (Ref.eq)
9/8/2024,3:00:00,3.538,V ugm-3 (Ref.eq)
9/8/2024,4:00:00,3.325,V ugm-3 (Ref.eq)
9/8/2024,5:00:00,2.453,V ugm-3 (Ref.eq)
9/8/2024,6:00:00,2.783,V ugm-3 (Ref.eq)
9/8/2024,7:00:00,2.594,V ugm-3 (Ref.eq)
9/8/2024,8:00:00,2.594,V ugm-3 (Ref.eq)
9/8/2024,9:00:00,2.571,V ugm-3 (Ref.eq)
9/8/2024,10:00:00,2.547,V ugm-3 (Ref.eq)
9/8/2024,11:00:00,2.783,V ugm-3 (Ref.eq)
9/8/2024,12:00:00,2.665,V ugm-3 (Ref.eq)
9/8/2024,13:00:00,3.137,V ugm-3 (Ref.eq)
9/8/2024,14:00:00,3.066,V ugm-3 (Ref.eq)
9/8/2024,15:00:00,3.16,V ugm-3 (Ref.eq)
9/8/2024,16:00:00,3.585,V ugm-3 (Ref.eq)
9/8/2024,17:00:00,4.458,V ugm-3 (Ref.eq)
9/8/2024,18:00:00,4.67,V ugm-3 (Ref.eq)
9/8/2024,19:00:00,5,V ugm-3 (Ref.eq)
9/8/2024,20:00:00,5.401,V ugm-3 (Ref.eq)
9/8/2024,21:00:00,5.637,V ugm-3 (Ref.eq)
9/8/2024,22:00:00,5.472,V ugm-3 (Ref.eq)
9/8/2024,23:00:00,5.472,V ugm-3 (Ref.eq)
9/8/2024,24:00:00,6.675,V ugm-3 (Ref.eq)
10/8/2024,1:00:00,7.382,V ugm-3 (Ref.eq)
10/8/2024,2:00:00,6.934,V ugm-3 (Ref.eq)
10/8/2024,3:00:00,6.604,V ugm-3 (Ref.eq)
10/8/2024,4:00:00,6.698,V ugm-3 (Ref.eq)
10/8/2024,5:00:00,6.863,V ugm-3 (Ref.eq)
10/8/2024,6:00:00,6.91,V ugm-3 (Ref.eq)
