time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°)
2024-01-20T20:00,4.8,82,0.3,1001.6,22.3,190
2024-01-20T21:00,4.2,81,0.6,1000.5,22.4,185
2024-01-20T22:00,4,76,0,1000,21.3,182
2024-01-20T23:00,3.5,75,0,997.7,24.9,184
2024-01-21T00:00,2.7,85,0.5,996.8,25.7,185
2024-01-21T01:00,3.1,84,0.5,995.9,25.8,187
2024-01-21T02:00,3.6,84,0.1,994.8,27,193
2024-01-21T03:00,3.7,86,0,994.9,26.5,195
2024-01-21T04:00,4.4,87,0.2,993.7,23.6,199
2024-01-21T05:00,5.4,92,0,993.8,18.8,200
2024-01-21T06:00,6.1,91,0,991.8,17.7,209
2024-01-21T07:00,7,85,0,993,17.8,216
2024-01-21T08:00,7.3,83,0,993.6,17.7,213
2024-01-21T09:00,8,81,0,994.5,18.2,207
2024-01-21T10:00,8.7,77,0,994.1,20.5,214
2024-01-21T11:00,9.3,76,0,993.5,25.4,212
2024-01-21T12:00,10.5,74,0,992.8,27.4,203
2024-01-21T13:00,11.1,73,0,990,34.2,209
2024-01-21T14:00,11.1,74,0,989.1,33.9,211
2024-01-21T15:00,10.9,76,0,987.8,35.8,209
2024-01-21T16:00,10.7,75,0,985.7,35.8,210
2024-01-21T17:00,10.1,77,0,984.3,37,205
2024-01-21T18:00,10.1,81,0.4,982.4,37.1,204
2024-01-21T19:00,10.3,80,0.3,981.5,35.8,205
2024-01-21T20:00,10.7,82,0,980.7,31.2,202
2024-01-21T21:00,11.9,82,0,979.9,33.2,204
2024-01-21T22:00,12.1,80,0.3,978.4,32,211
2024-01-21T23:00,12.6,72,0,977.7,32.3,218
2024-01-22T00:00,12.7,73,0,975.5,30.9,221
2024-01-22T01:00,11.9,70,0,978,30.3,242
2024-01-22T02:00,10.4,65,0,979.7,30.3,246
2024-01-22T03:00,9.7,66,0,980,30.9,249
2024-01-22T04:00,8.7,66,0,981.6,30.4,249
2024-01-22T05:00,8,67,0,983.2,28.6,247
2024-01-22T06:00,7.8,70,0,983.6,26.9,244
2024-01-22T07:00,7.3,71,0,985.4,25,245
2024-01-22T08:00,6.9,71,0,987.2,21.6,246
2024-01-22T09:00,7.1,69,0,988.5,22.2,245
2024-01-22T10:00,7.2,68,0,989.3,24.9,248
2024-01-22T11:00,7.6,66,0,990.1,26.2,252
2024-01-22T12:00,8.2,63,0,990.5,27,249
2024-01-22T13:00,8.5,60,0,991.3,29.1,252
2024-01-22T14:00,8.5,60,0,992.1,28.3,255
2024-01-22T15:00,8.3,62,0,992.8,25.7,252
2024-01-22T16:00,7.6,66,0,994,23.9,249
2024-01-22T17:00,7,69,0,995.3,24.5,250
2024-01-22T18:00,6.8,69,0,997.2,21.9,247
2024-01-22T19:00,6.4,70,0,997.8,23.8,250
2024-01-22T20:00,6,72,0,998.9,22.5,254
2024-01-22T21:00,6.2,70,0,1000.2,22.2,250
2024-01-22T22:00,6.1,70,0,1001.8,23.6,258
2024-01-22T23:00,5.9,72,0,1003.3,21.7,259
2024-01-23T00:00,6.1,74,0,1004.2,19.7,255
2024-01-23T01:00,6,75,0,1005.9,17.7,258
2024-01-23T02:00,5.7,76,0,1006.6,15.1,252
2024-01-23T03:00,5.6,74,0,1007.7,15.5,245
2024-01-23T04:00,5.1,77,0,1007,14,235
2024-01-23T05:00,4.6,82,0,1008,11.5,221
2024-01-23T06:00,4.4,82,0,1006.9,11.3,211
2024-01-23T07:00,4.7,80,0,1007,14.5,215
2024-01-23T08:00,4.7,80,0,1007,15.5,211
2024-01-23T09:00,4.9,82,0.1,1004.7,15.5,192
2024-01-23T10:00,5,89,2,1003.5,17.6,179
2024-01-23T11:00,5.7,91,1.2,1001.1,18.8,175
2024-01-23T12:00,6.9,91,1.9,999.2,18.7,181
2024-01-23T13:00,8.7,90,1,996.6,20.4,194
2024-01-23T14:00,10.4,90,0.5,995.6,19.2,197
2024-01-23T15:00,11.4,88,0.4,994,22.4,210
2024-01-23T16:00,12.7,86,0.7,993.6,26.8,222
2024-01-23T17:00,13.3,83,0.8,992.9,31.2,230
2024-01-23T18:00,13.7,83,0.2,992,33.1,233
2024-01-23T19:00,13.7,79,0,992.3,36.9,231
2024-01-23T20:00,13.3,72,0,992.7,34.4,236
2024-01-23T21:00,13.3,69,0,991.9,32.1,235
2024-01-23T22:00,11.8,67,0,993.1,31.2,239
2024-01-23T23:00,10.8,67,0,993.3,30.9,238
2024-01-24T00:00,10.5,65,0,993.3,33.3,244
2024-01-24T01:00,10.1,66,0,995,32.8,244
2024-01-24T02:00,9.8,66,0,996.2,30.9,249
2024-01-24T03:00,9.7,64,0,998,30.2,248
2024-01-24T04:00,9.2,66,0,997.3,29.3,251
2024-01-24T05:00,9,67,0,999.1,30.1,255
2024-01-24T06:00,8.6,65,0,1000.1,31,261
2024-01-24T07:00,8.3,67,0,1002.4,29.7,264
2024-01-24T08:00,8.1,69,0,1003.7,31.4,266
2024-01-24T09:00,8.3,69,0,1005.7,29.3,264
2024-01-24T10:00,8.5,69,0,1005.2,34.3,265
2024-01-24T11:00,8.9,67,0,1006.2,34.6,267
2024-01-24T12:00,9.1,63,0,1008.3,23.4,273
2024-01-24T13:00,9.3,63,0,1010.2,4.8,312
2024-01-24T14:00,9.2,61,0,1011.1,3.6,307
2024-01-24T15:00,9.3,61,0,1011.5,1.8,307
2024-01-24T16:00,9,61,0,1011.4,2.9,277
2024-01-24T17:00,8.3,64,0,1012.4,10.5,274
2024-01-24T18:00,7.5,67,0,1013.5,9.3,257
2024-01-24T19:00,7,70,0,1014.5,7.3,259
2024-01-24T20:00,6.3,76,0,1015.6,5.9,223
2024-01-24T21:00,5.9,78,0,1016,5.9,218
2024-01-24T22:00,5.5,81,0,1015.6,5.7,215
2024-01-24T23:00,4.9,84,0,1016.5,5,201
2024-01-25T00:00,4.6,86,0,1016.7,5.1,176
2024-01-25T01:00,4.3,87,0,1015.7,5.1,184
2024-01-25T02:00,4.1,86,0,1015.8,4.8,193
2024-01-25T03:00,4.1,88,0,1015.2,5.1,184
2024-01-25T04:00,4.6,88,0,1014.8,4.2,160
2024-01-25T05:00,4.5,92,0,1014,4.9,144
2024-01-25T06:00,5,94,0,1013.9,4.1,142
2024-01-25T07:00,5.5,90,0,1012.1,5.4,172
2024-01-25T08:00,5.9,88,0.2,1012.1,6.5,177
2024-01-25T09:00,6.4,88,0,1011.9,6.9,189
2024-01-25T10:00,7.1,88,0,1010.9,11.2,195
2024-01-25T11:00,8,87,0,1010.4,12,196
2024-01-25T12:00,8.7,89,0,1009.4,15.6,203
2024-01-25T13:00,9.5,88,0,1008.6,19.5,208
2024-01-25T14:00,10.4,86,0,1008.1,15.9,198
2024-01-25T15:00,10.9,85,0,1007.3,18.1,197
2024-01-25T16:00,10.8,87,0.1,1007,16.1,196
2024-01-25T17:00,10.7,88,0.4,1006.4,15.3,188
2024-01-25T18:00,10.9,89,0.1,1005,16.7,194
2024-01-25T19:00,11.4,89,0,1005,16.8,203
2024-01-25T20:00,11.7,87,0,1004.3,17.1,202
2024-01-25T21:00,11.6,88,0,1002.8,18.7,199
2024-01-25T22:00,11.7,88,0,1001.8,21.5,203
2024-01-25T23:00,11.8,88,0,1000.9,24.8,208
2024-01-26T00:00,12.2,89,0,1000.9,24.8,208
2024-01-26T01:00,12.5,87,0,999.7,22.2,209
2024-01-26T02:00,12.4,78,0,999.1,24.5,220
2024-01-26T03:00,12.3,79,0.2,998.5,20.6,223
2024-01-26T04:00,9.9,70,1,1001,24.9,267
2024-01-26T05:00,8.6,69,0.1,1002.6,23.7,260
2024-01-26T06:00,6.8,69,0,1004,26.7,272
2024-01-26T07:00,6.1,70,0,1006.6,22.1,277
2024-01-26T08:00,5.6,68,0,1008.4,22.1,277
2024-01-26T09:00,5.5,66,0,1011.2,20.6,275
2024-01-26T10:00,5.9,66,0,1013.3,18.8,274
2024-01-26T11:00,6.5,65,0,1014.7,18.4,272
2024-01-26T12:00,7,61,0,1015.3,17.4,264
2024-01-26T13:00,7.5,60,0,1016.6,15.6,262
2024-01-26T14:00,7.7,59,0,1017.1,15.7,259
2024-01-26T15:00,7.6,58,0,1017.9,13.2,253
2024-01-26T16:00,7.1,61,0,1018.3,11,247
2024-01-26T17:00,6.4,68,0,1018.9,10.7,230
2024-01-26T18:00,5.6,72,0,1018.6,11.9,215
2024-01-26T19:00,5.3,72,0,1019.2,12.9,216
2024-01-26T20:00,5.2,73,0,1019.7,15.5,226
2024-01-26T21:00,4.8,78,0,1019.9,13.3,221
2024-01-26T22:00,4.5,81,0,1019.7,12.5,219
2024-01-26T23:00,4.4,83,0,1019.6,12.4,216
2024-01-27T00:00,4.2,84,0,1019.9,10.8,206
2024-01-27T01:00,4,84,0,1019.7,10.4,200
2024-01-27T02:00,4.3,83,0,1019.4,10,218
2024-01-27T03:00,4.8,81,0,1019,14,235
2024-01-27T04:00,4.8,79,0,1019.5,16.7,237
2024-01-27T05:00,4.3,81,0,1019.3,13.7,225
2024-01-27T06:00,3.6,84,0,1019.1,13.3,221
2024-01-27T07:00,3.2,88,0,1019.3,10.5,207
2024-01-27T08:00,3.2,90,0,1019.6,9.2,206
2024-01-27T09:00,3.4,86,0,1019.8,10.4,194
2024-01-27T10:00,4.2,81,0,1019.7,12.2,194
2024-01-27T11:00,5.2,76,0,1019.3,11.5,194
2024-01-27T12:00,5.9,75,0,1019.4,11.5,184
2024-01-27T13:00,6.7,71,0,1018.2,12.4,188
2024-01-27T14:00,7,70,0,1017.7,13.1,189
2024-01-27T15:00,7,72,0,1016.8,14.2,196
2024-01-27T16:00,6.6,76,0,1017.1,12.3,183
2024-01-27T17:00,6.1,80,0,1017.3,8,162
2024-01-27T18:00,5.8,82,0,1017.3,10.5,174
2024-01-27T19:00,5.4,83,0,1016.6,9.4,173
2024-01-27T20:00,4.9,83,0,1016.4,7.6,161
2024-01-27T21:00,4.8,81,0,1015.9,10.1,180
2024-01-27T22:00,4.5,79,0,1015.6,11.5,182
2024-01-27T23:00,4.4,74,0,1015.2,12.3,183
2024-01-28T00:00,4.4,78,0,1013.9,14.3,192
2024-01-28T01:00,4.2,82,0,1012.9,14.1,186
2024-01-28T02:00,4,85,0,1012.1,12.3,187
2024-01-28T03:00,3.9,87,0,1011.4,11.5,182
2024-01-28T04:00,4,88,0,1010.7,10.6,170
2024-01-28T05:00,4.1,89,0,1009.9,9.8,172
2024-01-28T06:00,4.3,90,0,1009,9.3,167
2024-01-28T07:00,4.3,90,0,1008.6,10.3,168
2024-01-28T08:00,4.5,89,0,1008.2,11.9,180
2024-01-28T09:00,5.3,92,0,1008.3,13,183
2024-01-28T10:00,6.2,87,0,1007.9,15.3,189
2024-01-28T11:00,7.5,82,0,1007.3,16.4,195
2024-01-28T12:00,8.2,78,0,1006.5,16,188
2024-01-28T13:00,8.9,76,0,1005.5,18.1,186
2024-01-28T14:00,9.3,76,0,1005.1,17.9,189
2024-01-28T15:00,9.3,80,0,1004.7,15.9,186
2024-01-28T16:00,9.2,83,0,1004.9,14,181
2024-01-28T17:00,9,85,0,1004.7,12.6,180
2024-01-28T18:00,9,86,0,1005.3,12.6,185
2024-01-28T19:00,8.7,88,0,1005.5,12,187
2024-01-28T20:00,8.6,89,0,1006,11.7,189
2024-01-28T21:00,8.7,89,0,1006.4,10.9,188
2024-01-28T22:00,8.6,91,0,1006.7,10.6,190
2024-01-28T23:00,8.6,92,0,1006.7,8.8,192
2024-01-29T00:00,8.8,90,0,1007.4,9.4,184
2024-01-29T01:00,8.5,91,0,1007.8,8,188
2024-01-29T02:00,8.2,92,0,1008,7.6,205
2024-01-29T03:00,8.5,91,0,1008,5.2,205
2024-01-29T04:00,8.4,92,0,1008,3.7,191
2024-01-29T05:00,8.3,94,0,1008.3,3.6,143
2024-01-29T06:00,8.3,95,0,1008.5,2.8,140
2024-01-29T07:00,8.2,95,0,1008.7,3.6,174
2024-01-29T08:00,7.8,96,0,1009.1,3.4,122
2024-01-29T09:00,8,97,0,1008.4,3.8,139
2024-01-29T10:00,8.5,96,0.3,1009.5,5.5,148
2024-01-29T11:00,9,95,0.4,1008.9,5.5,148
2024-01-29T12:00,9.3,94,0.9,1009.9,8.9,153
2024-01-29T13:00,9.8,93,0.3,1008,10.7,160
2024-01-29T14:00,10.4,92,0,1007.2,11.8,168
2024-01-29T15:00,10.5,91,0,1007.1,9.6,167
2024-01-29T16:00,10.7,91,0,1007,9.2,169
2024-01-29T17:00,10.8,91,0,1006.9,8.9,166
2024-01-29T18:00,11.3,94,0.5,1006.6,5.1,129
2024-01-29T19:00,10.2,94,0.9,1006.9,4,95
2024-01-29T20:00,10.7,93,0,1007,7.9,183
2024-01-29T21:00,10.5,92,0.1,1007.7,12.3,177
2024-01-29T22:00,10.3,92,1,1007.4,11.3,173
2024-01-29T23:00,10.2,91,0,1007,10.1,182
2024-01-30T00:00,9.9,89,0,1006.2,9.7,182
2024-01-30T01:00,9.9,90,0,1006.6,8.4,190
2024-01-30T02:00,9.8,91,0,1006.4,7.8,202
2024-01-30T03:00,9.9,91,0,1006.7,10.9,262
2024-01-30T04:00,8.5,85,0,1007.2,9.7,285
2024-01-30T05:00,7.9,84,0,1008.3,9,275
2024-01-30T06:00,7.4,91,0,1009,10,291
2024-01-30T07:00,6.7,85,0.1,1010.5,8.2,345
2024-01-30T08:00,6.4,83,0.1,1012,8.1,339
2024-01-30T09:00,6.6,82,0.3,1012.5,7.8,326
2024-01-30T10:00,6.8,77,0,1014.9,8.1,328
2024-01-30T11:00,6.9,74,0,1016.2,10,330
2024-01-30T12:00,7.1,72,0,1016.4,11.7,315
2024-01-30T13:00,7.4,69,0,1017.3,10.5,308
2024-01-30T14:00,7.8,65,0,1018.1,10,300
2024-01-30T15:00,7.3,62,0,1017.8,9,286
2024-01-30T16:00,6.6,66,0,1019,9.1,279
2024-01-30T17:00,5.6,73,0,1019.7,6.1,273
2024-01-30T18:00,4.7,78,0,1020.6,5.1,274
2024-01-30T19:00,4.3,79,0,1021,2.9,240
2024-01-30T20:00,3.5,85,0,1021.2,4,180
2024-01-30T21:00,2.9,88,0,1021.6,4.7,189
2024-01-30T22:00,2.8,86,0,1022.1,5.6,195
2024-01-30T23:00,2.8,84,0,1022.3,6.2,201
2024-01-31T00:00,2.6,83,0,1021.9,6.6,193
2024-01-31T01:00,2.4,85,0,1020.7,7.6,199
2024-01-31T02:00,2.2,86,0,1020.4,6.6,189
2024-01-31T03:00,1.8,87,0,1020,7.2,174
2024-01-31T04:00,1.8,85,0,1019.1,7.3,191
2024-01-31T05:00,2,81,0,1018.3,10.3,209
2024-01-31T06:00,2,80,0,1017.5,11.6,196
2024-01-31T07:00,1.8,81,0,1016.5,10.4,182
2024-01-31T08:00,1.9,82,0,1016.2,8.6,178
2024-01-31T09:00,2.8,78,0,1015.7,14.3,205
2024-01-31T10:00,3.5,77,0,1014.7,18.3,202
2024-01-31T11:00,4.2,76,0,1014.1,17.8,198
2024-01-31T12:00,5.2,74,0,1012.5,16.9,200
2024-01-31T13:00,6.6,71,0,1011.2,17.7,204
2024-01-31T14:00,7.4,72,0,1009.6,19.2,203
2024-01-31T15:00,8.2,72,0,1008,25,216
2024-01-31T16:00,9,75,0,1008.4,24.2,223
2024-01-31T17:00,9.3,79,0.1,1008,23.5,234
2024-01-31T18:00,9.8,82,0.1,1007,24.4,233
2024-01-31T19:00,10.4,84,1,1008.5,22.2,253
2024-01-31T20:00,9.5,74,0,1009.9,18.4,287
2024-01-31T21:00,8,71,0,1011.2,15.1,303
2024-01-31T22:00,6.3,68,0,1013,11.1,299
2024-01-31T23:00,5.4,71,0,1014.4,12.4,300
2024-02-01T00:00,5.2,70,0,1016.6,11.7,279
2024-02-01T01:00,4.7,71,0,1016.7,10.5,274
2024-02-01T02:00,4.3,75,0,1017.4,9.4,266
2024-02-01T03:00,4.4,78,0,1016.7,9.6,257
2024-02-01T04:00,4.4,80,0,1018.1,9.4,266
2024-02-01T05:00,4.4,81,0,1018.6,9,268
2024-02-01T06:00,4.1,84,0,1019.3,8.1,238
2024-02-01T07:00,4.2,85,0,1019.9,11.3,243
2024-02-01T08:00,4.4,86,0,1020.1,11.6,254
2024-02-01T09:00,4.6,88,0,1020.7,9.1,236
2024-02-01T10:00,5.7,82,0,1021.2,8.1,257
2024-02-01T11:00,6.9,78,0,1022,8.3,272
2024-02-01T12:00,7,74,0,1021.4,12.4,278
2024-02-01T13:00,7.3,72,0,1021.3,11.5,272
2024-02-01T14:00,7.6,69,0,1021.3,11.3,261
2024-02-01T15:00,7.5,69,0,1021.4,9.8,242
2024-02-01T16:00,6.9,70,0,1020.4,9.6,236
2024-02-01T17:00,6.4,75,0,1020.7,6.6,209
2024-02-01T18:00,6.1,76,0,1020.1,8.5,208
2024-02-01T19:00,5.7,77,0,1019,9.2,201
2024-02-01T20:00,5.4,77,0,1018.5,8.1,193
2024-02-01T21:00,5.6,70,0,1018.4,8,170
2024-02-01T22:00,6.4,70,0,1018,7.8,193
2024-02-01T23:00,6.9,81,0,1017.8,8.7,185
2024-02-02T00:00,8.1,80,0,1016.1,7.2,198
2024-02-02T01:00,8.6,83,0,1015.9,8.4,223
2024-02-02T02:00,8.9,87,0,1015.3,10.6,235
2024-02-02T03:00,8.9,88,0,1015.7,11,229
2024-02-02T04:00,9.3,89,0,1015,9.4,227
2024-02-02T05:00,9.9,88,0,1014.3,9.9,226
2024-02-02T06:00,10.1,86,0,1013,9,203
2024-02-02T07:00,10.6,82,0,1012.7,8.9,194
2024-02-02T08:00,11.5,74,0,1012.8,4.5,209
2024-02-02T09:00,11.5,77,0,1012.3,13.9,249
2024-02-02T10:00,11.6,78,0,1013.6,16.1,254
2024-02-02T11:00,11.9,77,0,1013.6,17.6,255
2024-02-02T12:00,12.6,75,0,1013,16.7,251
2024-02-02T13:00,13.3,72,0,1013.3,16.8,247
2024-02-02T14:00,13.4,71,0,1013.5,16.7,245
2024-02-02T15:00,12.6,73,0,1012.4,14.3,242
2024-02-02T16:00,12.4,75,0,1013.9,13,236
2024-02-02T17:00,11.9,79,0,1013.8,13.8,242
2024-02-02T18:00,11.4,81,0,1013.1,12.1,233
2024-02-02T19:00,11.4,81,0,1013.1,12.7,235
2024-02-02T20:00,11.6,81,0,1012.8,15.3,243
2024-02-02T21:00,11.9,80,0,1012.7,17.7,250
2024-02-02T22:00,12,80,0,1012.6,16.5,250
2024-02-02T23:00,12.1,81,0,1012.6,17,257
2024-02-03T00:00,12.2,81,0,1012.4,16.9,258
2024-02-03T01:00,11.9,83,0,1012.2,17.9,260
2024-02-03T02:00,11.8,84,0,1011.6,17.7,257
2024-02-03T03:00,11.9,81,0,1011.3,16.5,254
2024-02-03T04:00,11.9,83,0,1011.3,15.5,258
2024-02-03T05:00,11.8,83,0,1011,14,258
2024-02-03T06:00,12,81,0,1010.9,15.5,252
2024-02-03T07:00,11.9,80,0,1011.2,15.1,258
2024-02-03T08:00,11.7,76,0,1011.5,14.2,263
2024-02-03T09:00,11.7,76,0,1012.6,17,265
2024-02-03T10:00,11.3,78,0,1012.8,16.2,271
2024-02-03T11:00,11.6,70,0,1013.4,16.9,272
2024-02-03T12:00,11.9,70,0,1013,15.8,269
2024-02-03T13:00,11.3,71,0,1013.6,14.9,277
2024-02-03T14:00,10.7,69,0,1013.5,16.3,275
2024-02-03T15:00,10.4,69,0,1013.2,11.6,265
2024-02-03T16:00,10.3,74,0,1012.5,9.1,252
2024-02-03T17:00,9.6,71,0,1012.4,12.6,270
2024-02-03T18:00,9.2,73,0,1012.7,9.7,285
2024-02-03T19:00,8.7,73,0,1013,9.2,281
2024-02-03T20:00,7.9,74,0,1013.4,7.3,281
2024-02-03T21:00,8,74,0,1013.3,8.3,275
2024-02-03T22:00,8,75,0,1013.3,7.2,252
2024-02-03T23:00,7.8,74,0,1013.1,8.9,243
2024-02-04T00:00,7.8,72,0,1012.7,7.3,250
2024-02-04T01:00,7.7,75,0,1012.3,10.5,243
2024-02-04T02:00,7.4,72,0,1011.9,11.1,257
2024-02-04T03:00,7.7,76,0,1010.7,14.2,263
2024-02-04T04:00,7.9,77,0,1010.8,15.6,255
2024-02-04T05:00,8.2,77,0,1010.4,15.7,254
2024-02-04T06:00,8.6,77,0,1010.1,14.6,261
2024-02-04T07:00,8.6,78,0,1009.3,15.8,258
2024-02-04T08:00,9.4,78,0,1009.3,17.5,256
2024-02-04T09:00,9.7,73,0,1009,20.2,251
2024-02-04T10:00,10,74,0,1009.3,17.1,229
2024-02-04T11:00,10,80,0,1008.4,17.9,218
2024-02-04T12:00,11.9,79,0,1007.1,24.5,237
2024-02-04T13:00,12.5,76,0,1007.8,24.6,238
2024-02-04T14:00,12.6,75,0,1007.6,23.1,247
2024-02-04T15:00,12.6,73,0,1007.5,22.9,246
2024-02-04T16:00,12.5,74,0,1006.9,22,252
2024-02-04T17:00,12.5,72,0,1006.9,26,256
2024-02-04T18:00,12.2,74,0,1006.3,22.1,246
2024-02-04T19:00,11.9,75,0,1007.5,22.7,250
2024-02-04T20:00,11.6,75,0,1007.4,24.2,252
2024-02-04T21:00,11.4,74,0,1007.4,24.6,255
2024-02-04T22:00,10.8,75,0,1007.1,24.7,251
2024-02-04T23:00,10.6,75,0,1007.2,23.9,252
2024-02-05T00:00,10.4,76,0,1008.4,20.6,245
2024-02-05T01:00,10,76,0,1007.8,20.6,245
2024-02-05T02:00,9.7,76,0,1007.3,22.1,244
2024-02-05T03:00,9.3,77,0,1007,22.4,244
2024-02-05T04:00,8.9,77,0,1006.5,21.3,240
2024-02-05T05:00,8.6,78,0,1005.7,21.1,240
2024-02-05T06:00,8.6,78,0,1004.6,24,240
2024-02-05T07:00,8.6,78,0,1004.2,24.6,238
2024-02-05T08:00,8.7,80,0,1004.1,25.1,238
2024-02-05T09:00,9.2,79,0,1003.4,24,237
2024-02-05T10:00,9.8,78,0,1003.2,23.5,241
2024-02-05T11:00,10.2,75,0,1002.8,23.3,243
2024-02-05T12:00,10,77,0,1002,27.2,241
2024-02-05T13:00,10.7,76,0,1001.3,21.6,240
2024-02-05T14:00,11.3,71,0,1001.1,21,248
2024-02-05T15:00,10.7,72,0,1001,21.4,241
2024-02-05T16:00,10.6,73,0,1000.5,21.1,245
2024-02-05T17:00,10.4,74,0,1000.4,18.8,238
2024-02-05T18:00,10.3,74,0,999.2,17.5,233
2024-02-05T19:00,10.2,76,0,999.2,17.7,232
2024-02-05T20:00,10.3,77,0,999,16.6,222
2024-02-05T21:00,10.4,74,0,998.8,18.1,229
2024-02-05T22:00,10.2,78,0,998.1,18.3,223
2024-02-05T23:00,10.5,80,0,997.5,18.1,227
2024-02-06T00:00,10.7,78,0,997,17.3,227
2024-02-06T01:00,10.8,80,0,996.8,17.8,234
2024-02-06T02:00,10.7,78,0,995.9,18.2,236
2024-02-06T03:00,10.9,76,0,994.7,20.1,237
2024-02-06T04:00,11,75,0,994.9,20.2,239
2024-02-06T05:00,10.9,74,0,994.1,20.6,241
2024-02-06T06:00,10.7,74,0,992.5,23.1,236
2024-02-06T07:00,10.6,76,0,991.6,24.9,236
2024-02-06T08:00,10.6,75,0,991.6,24.8,234
2024-02-06T09:00,10.4,77,0,992,27,239
2024-02-06T10:00,11,76,0,991.6,26.6,240
2024-02-06T11:00,11.5,76,0.2,991.7,25.8,240
2024-02-06T12:00,11.9,78,1,990.7,26.4,231
2024-02-06T13:00,11.8,77,0.9,990.7,27.9,250
2024-02-06T14:00,9.6,76,0.9,991.1,15.3,297
2024-02-06T15:00,8.3,74,0.5,991.8,12.4,292
2024-02-06T16:00,7.7,73,0.8,992.4,12.6,307
2024-02-06T17:00,6.6,64,0.2,992.8,14,305
2024-02-06T18:00,7,72,0.3,993.7,7.8,326
2024-02-06T19:00,6.6,71,0,993.6,8.8,305
2024-02-06T20:00,6.5,70,0,993.8,7.8,304
2024-02-06T21:00,5.8,68,0,994.1,8.7,315
2024-02-06T22:00,5.2,71,0,994.4,8,342
2024-02-06T23:00,4.8,67,0,994.6,7.9,357
2024-02-07T00:00,4.4,62,0,995.7,7.3,351
2024-02-07T01:00,4,63,0,996.1,6.5,3
2024-02-07T02:00,3.5,64,0,996.2,5.8,4
2024-02-07T03:00,2.7,68,0,995.6,5.2,348
2024-02-07T04:00,2.4,69,0,995.8,3.7,331
2024-02-07T05:00,2.1,72,0,995.9,2.3,309
2024-02-07T06:00,1.6,77,0,996.3,2.9,263
2024-02-07T07:00,0.9,83,0,995.9,3,256
2024-02-07T08:00,0.3,88,0,996.3,2.6,236
2024-02-07T09:00,0.7,85,0,995.9,2,225
2024-02-07T10:00,2.3,80,0,996.2,1.4,180
2024-02-07T11:00,4,71,0,996,4,190
2024-02-07T12:00,5.5,66,0,995.9,5.5,203
2024-02-07T13:00,6.1,63,0,995.4,9.1,214
2024-02-07T14:00,6.3,64,0,994.9,8.2,232
2024-02-07T15:00,6.4,61,0,994.7,7,249
2024-02-07T16:00,6.1,59,0,994,6.5,264
2024-02-07T17:00,5.3,65,0,994,6.2,280
2024-02-07T18:00,4.2,70,0,994.8,4,297
2024-02-07T19:00,3.7,73,0,994.8,2.6,286
2024-02-07T20:00,3.2,79,0,994.5,2.2,279
2024-02-07T21:00,2.9,85,0,994.1,2.6,236
2024-02-07T22:00,2.4,89,0,993.5,1.5,194
2024-02-07T23:00,1.9,90,0,993.2,1.3,214
2024-02-08T00:00,1.6,85,0,993.1,0.8,207
2024-02-08T01:00,1.6,84,0,992.8,0.7,360
2024-02-08T02:00,1.4,90,0,992,1.8,37
2024-02-08T03:00,1.6,89,0,992.1,3.1,21
2024-02-08T04:00,1.4,91,0,990.2,2.4,27
2024-02-08T05:00,1.3,91,0,989.2,3.3,41
2024-02-08T06:00,1.7,91,0,988.9,5.4,48
2024-02-08T07:00,1.8,95,0,987.6,7.3,70
2024-02-08T08:00,2.1,92,0.4,986.7,10.2,80
2024-02-08T09:00,1.6,93,1.7,984.8,10.2,100
2024-02-08T10:00,1.5,93,1.3,983.9,10.8,86
2024-02-08T11:00,0.7,97,1.8,982.7,9,67
2024-02-08T12:00,0.3,98,2.7,982.1,9.6,56
2024-02-08T13:00,0.2,98,3.1,981.6,8.9,40
2024-02-08T14:00,0.2,98,2.3,980.2,7.6,45
2024-02-08T15:00,0.4,97,1.3,979.6,7.7,49
2024-02-08T16:00,0.6,95,0.5,978.2,10.2,48
2024-02-08T17:00,0.9,96,1,977,9,37
2024-02-08T18:00,1.3,94,0.7,976.6,10.7,42
2024-02-08T19:00,1.6,94,0.4,975.5,9.6,34
2024-02-08T20:00,2.1,93,0.1,974.8,8.5,36
2024-02-08T21:00,2.2,95,0.5,974.6,12.2,45
2024-02-08T22:00,2.4,94,2,972.4,12.5,44
2024-02-08T23:00,2.7,95,1.5,970.6,9.7,27
2024-02-09T00:00,3,95,1.7,969.9,10.5,22
2024-02-09T01:00,3.2,95,2.1,968.5,9.7,31
2024-02-09T02:00,3.3,97,2.7,967.1,8.8,9
2024-02-09T03:00,3.6,98,2.6,966.7,7.6,5
2024-02-09T04:00,3.8,98,0.7,965,9.8,343
2024-02-09T05:00,3.9,97,1.1,964.5,5.9,322
2024-02-09T06:00,3.6,97,0.1,963.8,8,324
2024-02-09T07:00,3.7,97,0,963.7,5,291
2024-02-09T08:00,3.8,96,0,963.7,3.6,315
2024-02-09T09:00,3.8,97,0,964.1,4.1,322
2024-02-09T10:00,3.8,95,0,964,2.5,315
2024-02-09T11:00,4.1,94,0,963.9,3.6,307
2024-02-09T12:00,4.5,91,0,963.8,3.1,315
2024-02-09T13:00,4.9,91,0,964.1,2.8,320
2024-02-09T14:00,5.1,91,0,964.3,1.5,284
