time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°)
2024-02-28T19:00,9.4,93,0.3,996.7,19.6,206
2024-02-28T20:00,9.7,94,0,995.7,20.8,206
2024-02-28T21:00,10.1,91,0,995.6,17.5,199
2024-02-28T22:00,10.8,89,0,994.7,17.9,199
2024-02-28T23:00,10.7,88,0,993.9,16.5,200
2024-02-29T00:00,10.7,88,0,992.9,18,206
2024-02-29T01:00,10.7,89,0,992.2,16.8,211
2024-02-29T02:00,10.9,87,0.3,991.3,16.1,214
2024-02-29T03:00,10.6,82,0.9,992,9.4,227
2024-02-29T04:00,10.1,84,0.3,992.4,6.4,232
2024-02-29T05:00,9.5,86,0.6,992.1,4.1,218
2024-02-29T06:00,9.1,80,0,991.4,6.9,264
2024-02-29T07:00,8.4,75,0,991.2,8.3,265
2024-02-29T08:00,8,76,0,991.6,7.2,252
2024-02-29T09:00,8.3,81,0,992.5,4,207
2024-02-29T10:00,8.4,71,0,992.4,9.4,252
2024-02-29T11:00,8.9,65,0.1,992.1,12.1,258
2024-02-29T12:00,9.3,61,0,991.5,8.8,261
2024-02-29T13:00,9.3,59,0,990.8,9.3,254
2024-02-29T14:00,9.5,55,0,990.4,9.7,248
2024-02-29T15:00,9,59,0,990.9,8.6,248
2024-02-29T16:00,8.6,63,0,989.6,7.5,235
2024-02-29T17:00,8.4,63,0,989.4,7.9,223
2024-02-29T18:00,7.2,67,0,988.8,7.9,219
2024-02-29T19:00,6.4,75,0,988.5,7.4,203
2024-02-29T20:00,5.8,79,0,988.2,7.3,200
2024-02-29T21:00,5.5,78,0,988.8,8,198
2024-02-29T22:00,5.2,79,0,987.8,8.1,201
2024-02-29T23:00,4.9,78,0,987.4,9.2,201
2024-03-01T00:00,4.5,77,0,987.2,10,210
2024-03-01T01:00,3.8,80,0,986.8,8.4,190
2024-03-01T02:00,3.1,88,0,986.5,8.6,202
2024-03-01T03:00,2.9,83,0,984.8,8,175
2024-03-01T04:00,2.6,90,0,984,8,175
2024-03-01T05:00,2.5,92,0,982.8,8,162
2024-03-01T06:00,2.3,93,0,982.8,7.1,156
2024-03-01T07:00,2.2,94,0,981.1,7.3,99
2024-03-01T08:00,2.3,92,0,979.9,13.6,102
2024-03-01T09:00,2.8,87,0.1,978.3,16.6,90
2024-03-01T10:00,3.1,85,3.5,977.1,25.3,105
2024-03-01T11:00,3.9,81,2.2,976.4,24.1,129
2024-03-01T12:00,3.9,85,0.2,975.2,16.2,148
2024-03-01T13:00,4.8,79,0.8,976,15.5,192
2024-03-01T14:00,5.5,73,0,976.3,15.8,207
2024-03-01T15:00,5.7,75,0,977.2,13.4,204
2024-03-01T16:00,6.5,62,0,977.5,12.9,207
2024-03-01T17:00,6.3,61,0,978.1,9.6,200
2024-03-01T18:00,4.9,72,0,979.2,11.7,191
2024-03-01T19:00,4.1,77,0,979.2,9.4,176
2024-03-01T20:00,3.5,83,0,979.9,5.8,176
2024-03-01T21:00,2.9,86,0,980.3,5,150
2024-03-01T22:00,2.8,86,0,980.4,1.5,166
2024-03-01T23:00,2.5,89,0,981,3.1,54
2024-03-02T00:00,2.5,90,0,980.7,2,45
2024-03-02T01:00,2.6,91,0,980.9,3.1,45
2024-03-02T02:00,2.4,93,0,980.7,2.7,23
2024-03-02T03:00,2,94,0,979.7,2.4,27
2024-03-02T04:00,2.3,92,0,980,3.9,34
2024-03-02T05:00,2.3,92,0,980.4,6.4,38
2024-03-02T06:00,2.4,93,0.1,980.8,6.4,43
2024-03-02T07:00,2.4,94,0.2,980.6,8.1,45
2024-03-02T08:00,2.7,93,0.4,980.7,9.7,63
2024-03-02T09:00,3,91,0,980.4,10.6,66
2024-03-02T10:00,3.8,89,0.1,979.8,9,67
2024-03-02T11:00,4.5,86,0.9,979.9,11.2,92
2024-03-02T12:00,5.8,79,0.6,979.3,9.7,105
2024-03-02T13:00,5.9,82,0.2,979.9,11.8,117
2024-03-02T14:00,6.7,74,0,979.3,10.7,135
2024-03-02T15:00,6.7,75,0,979.2,10.5,121
2024-03-02T16:00,6.5,75,0.3,979.5,11,139
2024-03-02T17:00,5.9,79,0.3,980.2,11.6,144
2024-03-02T18:00,5.3,77,0,980.5,9.1,146
2024-03-02T19:00,4,83,1.1,981,12.6,160
2024-03-02T20:00,3.9,84,0,981.6,8.3,162
2024-03-02T21:00,3.4,82,0,982.5,10.5,172
2024-03-02T22:00,3.1,86,0,983.3,10.4,182
2024-03-02T23:00,3.1,86,0,983.7,10.8,195
2024-03-03T00:00,3.1,84,0,984.8,9.1,198
2024-03-03T01:00,3.1,86,0,985.3,7.7,191
2024-03-03T02:00,2.5,89,0,985.8,5.4,184
2024-03-03T03:00,1.9,92,0,985.5,6.6,193
2024-03-03T04:00,1.5,92,0,986.2,4.3,185
2024-03-03T05:00,0.9,93,0,986.5,3.7,191
2024-03-03T06:00,0.8,94,0,987.6,3.3,167
2024-03-03T07:00,0.5,96,0,988.4,3.1,201
2024-03-03T08:00,0.5,95,0,989.5,2,225
2024-03-03T09:00,1.6,88,0,990.6,2.3,198
2024-03-03T10:00,3.3,81,0,990.8,1.6,207
2024-03-03T11:00,5.1,71,0,991.6,1.8,101
2024-03-03T12:00,6.7,62,0,991.5,1.1,180
2024-03-03T13:00,7.6,56,0,991.8,0.5,135
2024-03-03T14:00,8.1,52,0,992,2.5,278
2024-03-03T15:00,8.4,53,0,993.1,1.8,79
2024-03-03T16:00,8.1,56,0,993.2,4.9,324
2024-03-03T17:00,7.2,65,0,994.3,4,333
2024-03-03T18:00,6.4,78,0,994.6,2.6,326
2024-03-03T19:00,6.1,77,0,995.1,1.8,217
2024-03-03T20:00,5,79,0,995.8,3.1,216
2024-03-03T21:00,3,90,0,997.1,3.6,225
2024-03-03T22:00,2.2,89,0,996.7,3.1,216
2024-03-03T23:00,1.5,92,0,997.2,1.9,202
2024-03-04T00:00,0.8,96,0,996.8,2.8,220
2024-03-04T01:00,0.6,96,0,997.3,1.9,202
2024-03-04T02:00,0.4,96,0,997.7,2.8,230
2024-03-04T03:00,-0.1,99,0,997.7,2.4,207
2024-03-04T04:00,-0.3,100,0,997.9,1.4,180
2024-03-04T05:00,-0.5,100,0,998.3,0.8,207
2024-03-04T06:00,-0.7,100,0,998.4,0.8,63
2024-03-04T07:00,-0.7,100,0,998.1,0.8,243
2024-03-04T08:00,-0.5,99,0,997.9,1.5,76
2024-03-04T09:00,0.6,92,0,998.7,2,45
2024-03-04T10:00,3,81,0,998.5,2.7,67
2024-03-04T11:00,5.9,68,0,998.3,7.3,123
2024-03-04T12:00,7.8,62,0,997.8,14.1,142
2024-03-04T13:00,8.6,57,0,996.8,14.1,148
2024-03-04T14:00,9.3,51,0,996.2,14.7,144
2024-03-04T15:00,9.2,58,0,995.7,14.8,141
2024-03-04T16:00,9.2,60,0,995.6,15.3,137
2024-03-04T17:00,8.6,67,0,995,12.4,126
2024-03-04T18:00,7.8,71,0,994.9,11.8,117
2024-03-04T19:00,7.4,72,0,995.1,12.1,143
2024-03-04T20:00,7,57,0,995.6,12.9,157
2024-03-04T21:00,6.2,69,0.3,996.1,14.8,154
2024-03-04T22:00,6,74,0.4,995.8,12.9,144
2024-03-04T23:00,5.8,79,0.6,995.6,12.7,137
2024-03-05T00:00,5.9,82,0.4,996.5,12.3,148
2024-03-05T01:00,5.9,80,0,997.2,12,159
2024-03-05T02:00,5.7,82,0,997,10.8,165
2024-03-05T03:00,5.5,85,0,997.5,9.3,167
2024-03-05T04:00,5.3,87,0,997.7,7.9,177
2024-03-05T05:00,5.1,90,0,998.8,5.6,165
2024-03-05T06:00,5.4,92,0,999.7,5.4,172
2024-03-05T07:00,5.3,93,0,1000,3.6,180
2024-03-05T08:00,5.5,93,0,1000.9,2.1,149
2024-03-05T09:00,6.2,86,0,1002,4.8,193
2024-03-05T10:00,7.2,80,0,1002.9,4.6,219
2024-03-05T11:00,8.1,72,0,1003,3.6,225
2024-03-05T12:00,8.7,70,0,1003.1,2.1,121
2024-03-05T13:00,9.4,64,0,1003.8,2.6,56
2024-03-05T14:00,9.9,63,0,1003.8,5.8,68
2024-03-05T15:00,9.8,64,0,1004.1,7.8,68
2024-03-05T16:00,9.7,63,0,1004.4,5.5,58
2024-03-05T17:00,9.3,64,0,1005.4,5.7,55
2024-03-05T18:00,8,77,0,1006.1,5.8,97
2024-03-05T19:00,7.2,82,0,1006.7,2.3,108
2024-03-05T20:00,6.5,85,0,1007.3,0.8,27
2024-03-05T21:00,6,86,0,1006.8,2.6,304
2024-03-05T22:00,4.3,94,0,1007.7,2.9,277
2024-03-05T23:00,3.8,94,0,1008,2.6,286
2024-03-06T00:00,3.8,95,0,1008.4,3.4,288
2024-03-06T01:00,3.7,95,0,1008.7,2.9,270
2024-03-06T02:00,3.2,97,0,1008.5,2.3,321
2024-03-06T03:00,3.5,94,0,1008.4,2.2,270
2024-03-06T04:00,4,92,0,1009,1,315
2024-03-06T05:00,4.2,94,0,1009.4,3.7,259
2024-03-06T06:00,4.8,98,0,1010,2.6,286
2024-03-06T07:00,4.8,97,0,1009.2,3,284
2024-03-06T08:00,5.1,95,0,1009.8,0.8,117
2024-03-06T09:00,5.6,89,0,1010.2,3.1,21
2024-03-06T10:00,6.5,83,0,1009.8,5,69
2024-03-06T11:00,7.3,78,0,1010.4,5.4,90
2024-03-06T12:00,8,75,0,1010.7,5.1,98
2024-03-06T13:00,8.3,74,0,1011.5,7,102
2024-03-06T14:00,9.1,70,0,1011.4,6.2,111
2024-03-06T15:00,9.2,75,0,1011,7.2,108
2024-03-06T16:00,9.3,72,0,1011.3,6.3,121
2024-03-06T17:00,8.9,71,0,1011.4,7.4,119
2024-03-06T18:00,7.8,77,0,1011.5,4.8,103
2024-03-06T19:00,7,83,0,1012.2,3.3,77
2024-03-06T20:00,6.4,87,0,1012.7,2.9,83
2024-03-06T21:00,5.7,91,0,1013.5,2.2,81
2024-03-06T22:00,5.2,92,0,1013.2,2.1,59
2024-03-06T23:00,4.7,94,0,1013.8,2.4,63
2024-03-07T00:00,4,97,0,1013.6,0.4,90
2024-03-07T01:00,3.9,97,0,1013.8,0.8,27
2024-03-07T02:00,3.2,100,0,1013.7,1.8,53
2024-03-07T03:00,3.5,99,0,1013.8,3.1,69
2024-03-07T04:00,3.9,100,0,1013.9,1.8,79
2024-03-07T05:00,4.1,100,0,1014.1,3.3,84
2024-03-07T06:00,4.1,100,0,1014.1,4.8,77
2024-03-07T07:00,3.8,100,0,1013.7,7.7,79
2024-03-07T08:00,3.5,100,0,1014,6.4,74
2024-03-07T09:00,3.5,99,0,1014.3,7,69
2024-03-07T10:00,4.1,96,0,1014.1,6.6,61
2024-03-07T11:00,5.4,91,0,1013.6,8.5,78
2024-03-07T12:00,5.9,91,0,1012.8,6.2,111
2024-03-07T13:00,7.2,84,0,1012.3,11.2,96
2024-03-07T14:00,7.3,78,0,1011.5,11.2,86
2024-03-07T15:00,7,81,0.2,1010.6,13.3,88
2024-03-07T16:00,6.8,84,0,1010,13,85
2024-03-07T17:00,6.2,85,0.1,1009.8,12.7,75
2024-03-07T18:00,5.5,86,0,1009.6,13,71
2024-03-07T19:00,5,84,0,1009.5,12.3,69
2024-03-07T20:00,4.6,87,0,1009.6,11.8,67
2024-03-07T21:00,4.3,87,0,1008.8,11.5,70
2024-03-07T22:00,3.9,83,0,1008.7,12,74
2024-03-07T23:00,3.7,82,0,1007.7,8.9,58
2024-03-08T00:00,3.6,84,0,1007.7,7.9,43
2024-03-08T01:00,3.5,88,0,1006.7,6.9,51
2024-03-08T02:00,3.6,91,0,1005.9,7.6,45
2024-03-08T03:00,3.8,90,0,1005,9,61
2024-03-08T04:00,3.9,89,0,1004.6,9.3,62
2024-03-08T05:00,4,90,0,1004.2,8.9,63
2024-03-08T06:00,4.1,90,0,1003.2,10,64
2024-03-08T07:00,4.2,90,0,1002.8,11.5,70
2024-03-08T08:00,4.4,88,0,1002.2,12.1,67
2024-03-08T09:00,4.8,84,0,1001.7,14.7,73
2024-03-08T10:00,5.7,77,0,1001.2,14.8,76
2024-03-08T11:00,6.1,73,0,1000.7,16,82
2024-03-08T12:00,6.4,69,0,999.9,16,76
2024-03-08T13:00,7.1,66,0,998.6,16.5,74
2024-03-08T14:00,7.5,68,0,998.1,17.2,74
2024-03-08T15:00,7.3,68,0,997.7,17,73
2024-03-08T16:00,6.9,69,0,996.7,17.9,68
2024-03-08T17:00,5.8,72,0,996.3,17,69
2024-03-08T18:00,4.6,79,0,996.3,16.3,68
2024-03-08T19:00,4.1,83,0,995.9,16,67
2024-03-08T20:00,4,84,0,996.1,13.6,68
2024-03-08T21:00,3.8,84,0,995.5,12.9,63
2024-03-08T22:00,3.8,87,0,994.7,11.3,53
2024-03-08T23:00,3.9,89,0,994.3,10.7,45
2024-03-09T00:00,4.1,90,0,993.4,11.5,44
2024-03-09T01:00,4.2,90,0,991.9,11.5,46
2024-03-09T02:00,4.2,90,0,991.5,10.7,45
2024-03-09T03:00,4.3,89,0,991.3,12.1,37
2024-03-09T04:00,4.2,90,0,990,13.2,29
2024-03-09T05:00,4.3,91,0,989.7,13,28
2024-03-09T06:00,4.4,90,0,989.3,12.8,38
2024-03-09T07:00,4.5,91,0,988.5,13.6,37
2024-03-09T08:00,4.7,90,0,988.5,14.1,38
2024-03-09T09:00,4.9,87,0,988.7,13.2,47
2024-03-09T10:00,5.4,86,0,988.4,13,66
2024-03-09T11:00,6.6,82,0,988.1,11.5,88
2024-03-09T12:00,8.3,75,0,987.8,13,88
2024-03-09T13:00,9.7,69,0,986.9,13.8,83
2024-03-09T14:00,10.1,68,0,986.7,14.1,77
2024-03-09T15:00,9.9,74,0,987.1,17.1,60
2024-03-09T16:00,8.9,79,0,986.2,18,61
2024-03-09T17:00,7.8,82,0,986.6,17.2,61
2024-03-09T18:00,6.7,86,0,986.9,16,59
2024-03-09T19:00,6.2,87,0,987.2,14.4,53
2024-03-09T20:00,5.9,88,0,987.4,13.4,54
2024-03-09T21:00,5.6,89,0,988.1,12.5,44
2024-03-09T22:00,5.5,92,0,987.2,11.3,31
2024-03-09T23:00,5.6,93,0,986.7,11.4,24
2024-03-10T00:00,5.9,95,0.1,986.4,13.2,29
2024-03-10T01:00,6.1,94,0.5,986,12.1,37
2024-03-10T02:00,6.2,94,0.4,985.6,12.3,38
2024-03-10T03:00,6.1,93,0.5,985.3,12.8,38
2024-03-10T04:00,6.1,93,0.4,985.5,13.7,35
2024-03-10T05:00,6,94,1.1,985.7,13.4,54
2024-03-10T06:00,6,96,1,986.3,14.2,54
2024-03-10T07:00,6.3,96,0.8,986.2,13.9,69
2024-03-10T08:00,6.7,95,0.4,987.1,11.5,76
2024-03-10T09:00,6.6,94,0.7,987.5,11.2,57
2024-03-10T10:00,6.7,91,0.9,987.6,11.5,58
2024-03-10T11:00,6.9,88,1.1,987.8,13.9,69
2024-03-10T12:00,6.8,93,0.9,988.3,11.9,61
2024-03-10T13:00,7.2,88,1,988.3,15.2,68
2024-03-10T14:00,7.2,88,0.3,988.3,14.2,63
2024-03-10T15:00,7,91,0.5,988.4,12.8,52
2024-03-10T16:00,6.6,92,0.4,988.3,16.8,62
2024-03-10T17:00,6.2,88,1.2,989.3,15.5,46
2024-03-10T18:00,5.6,87,0.8,990.3,15.3,47
2024-03-10T19:00,5.3,89,1,990.9,12.1,37
2024-03-10T20:00,5.1,90,1.3,991,11,23
2024-03-10T21:00,5.1,93,0.4,992.3,11.7,45
2024-03-10T22:00,5,90,0.1,992.4,13.2,45
2024-03-10T23:00,4.9,89,0,992.7,10.9,9
2024-03-11T00:00,4.9,93,0,993.2,13.6,17
2024-03-11T01:00,4.9,95,0,992.9,12.8,10
2024-03-11T02:00,5.1,96,0,993.2,12.6,13
2024-03-11T03:00,5,98,0,993.4,14,12
2024-03-11T04:00,5.2,96,0,993.5,15,11
2024-03-11T05:00,5.4,94,0,994.6,14.3,12
2024-03-11T06:00,5.6,95,0,994.7,15.4,11
2024-03-11T07:00,5.6,94,0,995.6,13,14
2024-03-11T08:00,5.6,93,0,996.1,11.7,11
2024-03-11T09:00,5.6,94,0,997,11.3,22
2024-03-11T10:00,6.2,86,0,997.2,12.4,17
2024-03-11T11:00,6.9,82,0,997.3,11.4,13
2024-03-11T12:00,7.3,80,0,997.5,10.5,31
2024-03-11T13:00,7.6,78,0,998,9.4,7
2024-03-11T14:00,7.8,77,0,998.6,9.4,360
2024-03-11T15:00,7.6,81,0,998,7.7,349
2024-03-11T16:00,7.5,83,0,998.6,7,12
2024-03-11T17:00,7.4,81,0,998.7,4,360
2024-03-11T18:00,7,85,0,999.8,2.7,337
2024-03-11T19:00,6.8,87,0,1000.6,0.4,90
2024-03-11T20:00,6.7,87,0,1000.7,1,315
2024-03-11T21:00,6.2,90,0,1001,2.3,219
2024-03-11T22:00,5.9,93,0,1000.5,2.5,188
2024-03-11T23:00,5.6,94,0,1000.6,2.6,196
2024-03-12T00:00,5.3,93,0,1000.5,2.7,203
2024-03-12T01:00,5.3,91,0,1000.1,5.4,200
2024-03-12T02:00,5.4,86,0,999.8,5.5,191
2024-03-12T03:00,4.8,90,0,999.1,4.1,142
2024-03-12T04:00,4.8,89,0,998.3,3.9,146
2024-03-12T05:00,4.9,90,0.2,998.4,5.2,164
2024-03-12T06:00,4.9,93,0.4,997.4,6.8,155
2024-03-12T07:00,5.2,94,0.7,997.9,7.8,158
2024-03-12T08:00,5.7,93,0.2,996.9,8.6,147
2024-03-12T09:00,6,91,0,995.8,12.4,170
2024-03-12T10:00,6.2,92,0.3,995.7,11.3,173
2024-03-12T11:00,6.9,91,0.1,995.5,9.4,178
2024-03-12T12:00,8.5,88,0,994.8,8.8,189
2024-03-12T13:00,11.1,83,0,995.1,9.7,176
2024-03-12T14:00,14.2,63,0,995.1,18.6,252
2024-03-12T15:00,13.6,69,0,994.7,17,253
2024-03-12T16:00,13,76,0,995.2,13.2,241
2024-03-12T17:00,12.5,81,0,995.3,11,218
2024-03-12T18:00,12,84,0,995.5,10.4,224
2024-03-12T19:00,11.7,87,0,996,11,212
2024-03-12T20:00,11.6,86,0,996.4,11.4,215
2024-03-12T21:00,11.5,88,0,996.8,14.6,213
2024-03-12T22:00,11.6,86,0,997,16.4,220
2024-03-12T23:00,11.5,85,0,996.8,16.1,219
2024-03-13T00:00,11.9,83,0,996.5,17.4,218
2024-03-13T01:00,11.9,83,0,996.6,18.1,224
2024-03-13T02:00,11.6,83,0,996.2,22.7,229
2024-03-13T03:00,11.1,85,0,995.8,20.7,221
2024-03-13T04:00,11,84,0,995.5,21.9,222
2024-03-13T05:00,10.8,84,0,995.4,29.6,228
2024-03-13T06:00,10.4,85,0,994.5,31.3,224
2024-03-13T07:00,10.6,83,0,994.6,30.1,223
2024-03-13T08:00,11.1,83,0,995,25.7,224
2024-03-13T09:00,11.7,77,0,995.3,26.6,220
2024-03-13T10:00,12.7,76,0,995.3,27.6,216
2024-03-13T11:00,13,77,0,995.8,22.9,210
2024-03-13T12:00,13.3,76,0,995.4,28.4,218
2024-03-13T13:00,13.3,76,0.1,995.7,31.7,216
2024-03-13T14:00,13.7,75,0,995.2,27.3,214
2024-03-13T15:00,13.9,73,0,994.8,31.3,218
2024-03-13T16:00,13.5,78,0,995.3,25.3,216
2024-03-13T17:00,13.2,78,0,995.1,26.6,216
2024-03-13T18:00,12.8,81,0,995.2,23.6,218
2024-03-13T19:00,12.4,81,0.2,996,26.3,216
2024-03-13T20:00,12.1,82,0.2,995.8,25.5,220
2024-03-13T21:00,11.2,82,0,995.6,24.4,211
2024-03-13T22:00,11.1,83,0.4,995.8,25.1,212
2024-03-13T23:00,11,84,1.1,995.1,24.6,215
2024-03-14T00:00,10.7,83,0.1,994.6,23.1,214
2024-03-14T01:00,10.6,86,0.5,994.5,22,212
2024-03-14T02:00,10.4,87,0,994.8,20.3,205
2024-03-14T03:00,10,88,0,995,19.5,205
2024-03-14T04:00,9.9,88,0,994.2,18.9,204
2024-03-14T05:00,10,88,0,993.9,17.3,211
2024-03-14T06:00,9.8,87,0,992.7,18,206
2024-03-14T07:00,9.9,88,0.1,993.1,19.1,202
2024-03-14T08:00,10.3,86,0,993.2,19.9,200
2024-03-14T09:00,10.7,81,0.4,993.4,21,202
2024-03-14T10:00,11.2,79,0,992.9,20.9,201
2024-03-14T11:00,11.5,77,0,992.7,19.9,200
2024-03-14T12:00,11.8,76,0,992.1,18.4,197
2024-03-14T13:00,12.9,70,0,990.8,22.9,204
2024-03-14T14:00,13.5,69,0,990,21.5,203
2024-03-14T15:00,13.6,72,0,989.4,20.1,195
2024-03-14T16:00,13.4,76,0.1,988.7,17.9,190
2024-03-14T17:00,12.8,82,0.7,988.3,17.7,192
2024-03-14T18:00,12.3,84,0.3,987.6,17.7,193
2024-03-14T19:00,12.3,84,0,988.1,16.7,187
2024-03-14T20:00,12.1,84,0,987.7,16.3,194
2024-03-14T21:00,11.9,84,0,987.8,17,197
2024-03-14T22:00,11.7,82,0,987.5,17.4,202
2024-03-14T23:00,11.5,84,0,987.3,16.9,204
2024-03-15T00:00,10.9,84,0.3,987.9,15.3,199
2024-03-15T01:00,10.7,86,0,987.5,13.2,197
2024-03-15T02:00,10.8,84,0,987.4,12.8,196
2024-03-15T03:00,10.8,80,0,987.7,15.3,204
2024-03-15T04:00,10.6,83,0,987,15.3,199
2024-03-15T05:00,10.5,82,0,987,16,194
2024-03-15T06:00,10.6,84,0,986.1,16.3,198
2024-03-15T07:00,10.8,81,0.1,986.3,17.7,204
2024-03-15T08:00,11.1,77,0,986.8,22.5,221
2024-03-15T09:00,11.6,75,0,988.1,20.6,226
2024-03-15T10:00,12.1,73,0.1,988.3,19.8,233
2024-03-15T11:00,12.7,71,0.2,988.4,19,241
2024-03-15T12:00,13.2,70,0,989,19.5,236
2024-03-15T13:00,13.1,68,0,989.5,17.5,256
2024-03-15T14:00,12,69,0,990.1,18.1,264
2024-03-15T15:00,11.9,64,0,990.8,22,268
2024-03-15T16:00,11,62,0,991.4,22,275
2024-03-15T17:00,9.8,62,0,992.8,20.8,280
2024-03-15T18:00,8.7,67,0,993.9,19.4,292
2024-03-15T19:00,8.2,73,0,995.5,13.5,295
2024-03-15T20:00,8.3,76,0,997.1,15.6,289
2024-03-15T21:00,7.8,75,0,999.2,13,346
2024-03-15T22:00,7.1,76,0,1000.8,11.8,348
2024-03-15T23:00,6.3,76,0,1001.9,10.5,356
2024-03-16T00:00,5.9,78,0,1003.2,8.8,348
2024-03-16T01:00,5.5,78,0,1004.5,4.6,309
2024-03-16T02:00,5.2,79,0,1004.9,4.3,275
2024-03-16T03:00,4.5,82,0,1005.1,4.1,255
2024-03-16T04:00,3.6,85,0,1005.8,4,243
2024-03-16T05:00,2.5,89,0,1006.6,3.6,225
2024-03-16T06:00,1.5,95,0,1007.4,3.8,221
2024-03-16T07:00,1.3,97,0,1008.2,3.1,216
2024-03-16T08:00,2.9,90,0,1008.9,2.5,188
2024-03-16T09:00,5.8,75,0,1009.2,4.5,166
2024-03-16T10:00,7.8,67,0,1009.5,9,185
2024-03-16T11:00,9.1,64,0,1009.3,10.9,172
2024-03-16T12:00,9.8,59,0,1009.4,13.3,177
2024-03-16T13:00,10.3,57,0,1008.4,14.1,177
2024-03-16T14:00,10.6,55,0,1008,14.4,179
2024-03-16T15:00,9.6,62,0,1007.9,16.6,179
2024-03-16T16:00,9.1,62,0,1007.5,12,159
2024-03-16T17:00,9,68,0,1007.2,10.1,153
2024-03-16T18:00,9,75,0,1006.9,10.8,165
2024-03-16T19:00,8.8,77,0.4,1006.5,12.5,162
2024-03-16T20:00,8.5,83,1.7,1006.2,13.4,166
2024-03-16T21:00,8.2,88,1.1,1006.4,13,175
2024-03-16T22:00,8.3,89,0.3,1005.7,13.4,175
2024-03-16T23:00,8.4,90,0,1005,14.8,180
2024-03-17T00:00,8.7,96,0,1004.2,12.6,182
2024-03-17T01:00,9.3,96,0,1003.9,11.2,180
2024-03-17T02:00,9.8,94,0,1002.8,12.7,187
2024-03-17T03:00,10.4,91,0,1002.3,14.8,194
2024-03-17T04:00,10.5,90,0,1002.2,13.8,195
2024-03-17T05:00,10.3,92,1,1001.8,14.5,186
2024-03-17T06:00,10.3,92,0.8,1000.4,12.7,172
2024-03-17T07:00,10.4,92,0.9,1001.4,13.4,160
2024-03-17T08:00,10.5,90,1.1,1000.9,10.5,176
2024-03-17T09:00,10.2,88,1.5,1001.7,15.2,187
2024-03-17T10:00,11,84,1,1001.1,18.2,194
2024-03-17T11:00,11.6,82,0.6,1000.7,16.3,198
2024-03-17T12:00,12.7,78,0.1,1000.9,14.5,210
2024-03-17T13:00,13.2,76,0,1000.6,13,214
2024-03-17T14:00,14.5,72,0,1000.1,11.2,201
2024-03-17T15:00,15.5,62,0,999.5,17.1,221
2024-03-17T16:00,15.5,59,0,999.5,16.6,222
2024-03-17T17:00,14.9,64,0,999.6,14.6,232
2024-03-17T18:00,13.5,67,0,999.8,14.3,231
2024-03-17T19:00,12,73,0,1000.3,13.1,233
2024-03-17T20:00,10.4,72,0,1000.3,14.1,232
2024-03-17T21:00,9.2,71,0,1000.3,14.3,242
2024-03-17T22:00,8.5,77,0,1000.9,13.7,235
2024-03-17T23:00,8.2,79,0,1000.9,12.2,225
2024-03-18T00:00,8.1,77,0,1000.7,10.2,219
2024-03-18T01:00,7.7,79,0,1000.7,9.8,208
2024-03-18T02:00,7.4,82,0,1000.6,9.4,212
2024-03-18T03:00,7.1,83,0,1000.2,9.3,216
2024-03-18T04:00,6.7,86,0,1001.3,9.5,209
2024-03-18T05:00,6.3,89,0,1001.4,9,203
2024-03-18T06:00,6.1,89,0,1001,7.2,186
2024-03-18T07:00,6.3,90,0,1001.3,6.8,177
2024-03-18T08:00,8.1,83,0,1001,8.8,189
2024-03-18T09:00,10.2,71,0,1001.7,11.9,215
2024-03-18T10:00,12,65,0,1001.6,15.3,227
2024-03-18T11:00,12.8,62,0,1002,16.3,225
2024-03-18T12:00,13.8,59,0,1002.3,15,215
2024-03-18T13:00,14.6,54,0,1001.1,16,216
2024-03-18T14:00,14.8,52,0,1000.7,15.9,213
2024-03-18T15:00,14.5,53,0,1000.5,14.8,209
2024-03-18T16:00,14.1,56,0,1000.1,14.3,208
2024-03-18T17:00,13.4,59,0,999.9,14.4,212
2024-03-18T18:00,12.5,58,0,1000,13.2,206
2024-03-18T19:00,11.6,68,0,1000.3,14.5,203
2024-03-18T20:00,11,71,0,1000.2,16.9,204
2024-03-18T21:00,10.8,74,0,1000.2,15.1,192
2024-03-18T22:00,10.2,80,0,999.6,12.7,188
2024-03-18T23:00,9.8,85,0,999,14.3,192
2024-03-19T00:00,9.8,83,0,998.8,14.3,192
2024-03-19T01:00,9.9,84,0.3,998.5,15.7,196
2024-03-19T02:00,10,83,0,998.2,17.2,191
2024-03-19T03:00,9.9,82,0,997.9,17.1,187
2024-03-19T04:00,10.1,83,0,997.7,16.9,191
2024-03-19T05:00,10.1,84,0,998.1,14.2,189
2024-03-19T06:00,10,85,0,998.1,14.1,193
2024-03-19T07:00,10.1,87,0,998.3,12.7,195
2024-03-19T08:00,11.1,80,0,999.1,13.5,214
2024-03-19T09:00,12.2,69,0,1000.5,12.9,240
2024-03-19T10:00,13.2,62,0,1001.1,14.5,247
2024-03-19T11:00,13.8,58,0,1001.6,14.8,252
2024-03-19T12:00,14.7,55,0,1001.6,15,260
2024-03-19T13:00,14.9,50,0,1002.4,14,252
2024-03-19T14:00,15,51,0,1002.5,12.4,253
2024-03-19T15:00,14.9,51,0,1002.3,12.7,241
2024-03-19T16:00,14.8,52,0,1003,11.4,246
2024-03-19T17:00,14.2,54,0,1003.5,7.7,259
